1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
95,90,85,90,92,81,95,88,85,85,90,81,92,90,90,90,89,91,73,97,90,90,78,91,92,90,89,78,89,85,89,84,92,90,92,88,87,85,88,90,81,90,90,88,86,95,88,79,87,84,93,95,91,82,83,88,89,95,88,91,88,92,93,93,85,90,90,96,82,96,88,94,100,92,90,73,85,90,97,97,90,86,90,98
95,80,85,92,87,82,93,84,88,80,90,88,92,73,91,94,92,93,83,96,90,91,85,88,92,92,86,89,89,75,90,84,92,90,86,91,82,75,82,89,84,91,91,88,87,96,88,85,85,85,93,89,91,83,83,93,92,90,82,95,85,92,90,88,89,92,89,89,84,99,91,96,100,90,91,84,87,77,94,96,89,91,88,97
90,84,87,93,76,81,92,91,76,84,93,92,95,75,92,92,83,95,87,94,92,91,89,88,95,92,78,85,77,82,92,81,89,89,90,93,79,82,85,89,88,91,78,93,90,90,93,87,75,86,93,91,90,84,86,92,85,94,86,96,87,91,91,85,97,92,85,93,87,95,92,96,97,92,89,89,89,91,88,97,92,90,88,98
90,80,88,92,83,85,91,87,74,91,97,93,94,77,93,92,88,95,89,93,95,90,90,90,88,88,80,89,86,89,92,90,85,89,90,90,74,88,90,90,90,91,85,92,89,80,97,79,86,85,91,93,92,73,86,93,75,97,86,97,89,93,92,96,101,91,84,89,90,94,95,95,96,94,91,94,88,88,88,98,86,89,88,97
89,87,91,91,87,87,91,92,87,91,96,93,93,84,92,92,90,95,79,93,96,88,93,90,91,87,85,89,88,91,92,84,89,85,90,91,83,84,92,90,87,91,86,93,69,80,95,79,83,85,93,98,91,75,92,94,86,95,83,99,89,96,92,89,99,91,88,79,87,96,92,94,98,92,92,93,86,89,85,98,91,89,86,99
85,92,90,91,86,86,86,84,91,94,96,84,92,88,94,93,91,96,86,94,93,90,94,84,91,73,88,86,93,87,90,81,91,84,86,86,83,88,89,84,77,90,89,85,78,86,94,84,85,88,93,95,92,70,86,89,89,89,86,99,91,94,91,92,96,100,89,82,89,99,92,94,97,94,95,88,88,82,89,99,92,85,87,97
87,90,90,92,87,88,97,84,93,90,95,75,92,89,93,97,88,87,79,93,92,93,93,82,92,80,88,84,85,87,86,82,95,86,91,88,84,82,94,90,79,90,91,90,89,88,93,88,78,86,94,97,94,88,92,90,90,90,87,98,88,96,95,92,95,97,90,90,90,100,96,97,99,92,90,91,90,87,92,101,94,84,89,92
88,91,86,92,89,87,94,81,93,88,93,87,76,89,94,87,88,91,74,94,91,96,94,84,93,85,89,86,88,81,71,82,90,88,89,88,86,87,93,83,85,91,86,91,91,90,93,87,76,85,95,98,89,84,92,86,89,92,88,97,90,95,94,94,96,95,87,94,92,101,92,74,99,94,94,90,89,84,92,100,93,90,73,93
79,91,89,95,81,88,91,82,91,90,90,84,74,87,92,88,90,90,81,94,92,98,94,87,95,87,89,89,89,80,74,81,92,89,91,91,90,87,93,87,80,93,86,89,92,91,93,87,79,80,92,90,93,90,92,90,89,94,90,98,90,95,94,95,91,92,92,95,89,100,90,95,98,92,94,91,88,85,91,89,84,93,85,93
91,92,89,88,81,88,95,83,91,93,91,76,83,90,93,91,90,95,81,94,91,98,94,90,93,86,76,90,90,79,83,87,93,87,92,92,91,87,94,90,83,92,88,91,88,88,88,90,84,83,95,96,92,89,92,93,89,89,87,94,91,85,88,95,83,92,93,95,89,99,94,93,101,92,94,91,90,86,90,99,91,94,83,99
92,93,87,81,88,91,95,85,92,98,91,80,87,91,92,95,88,96,87,96,85,98,94,91,95,86,85,91,88,85,85,89,94,89,86,91,91,88,94,93,90,93,93,91,78,91,85,90,86,85,95,95,93,91,92,95,91,93,81,84,91,86,93,93,85,89,92,96,89,95,98,94,103,95,97,92,90,88,92,99,90,94,91,103
92,92,88,87,89,80,96,88,93,96,91,87,89,87,95,95,91,95,87,94,87,94,95,91,95,95,86,92,89,87,86,90,97,91,86,92,90,88,94,87,91,94,95,93,80,90,92,90,87,90,99,94,83,89,89,95,91,92,82,87,92,88,89,96,90,91,93,98,92,97,96,94,100,96,88,92,91,90,95,98,95,96,91,103
94,93,89,85,90,86,94,87,93,97,85,89,91,86,97,96,93,97,91,95,90,94,93,91,97,94,89,91,91,88,89,87,96,93,86,92,87,83,92,89,90,94,95,91,84,91,96,87,81,91,93,94,85,85,87,98,92,89,85,95,91,86,84,97,88,89,93,98,93,100,96,90,99,91,92,90,93,92,93,95,98,96,93,101
96,95,88,91,90,87,95,81,93,99,88,92,93,90,97,96,81,98,92,95,94,92,89,90,96,94,89,92,93,90,90,85,96,87,82,87,90,86,94,86,90,92,94,91,86,92,94,89,79,95,90,94,84,88,91,96,92,87,86,96,90,87,89,96,93,77,92,97,92,100,97,86,99,88,90,86,95,92,90,96,98,99,95,101
98,81,83,88,89,90,90,88,94,101,94,92,93,91,96,95,76,99,92,97,96,94,90,89,98,93,89,93,94,92,91,86,97,81,88,85,81,87,93,90,82,80,95,93,85,91,93,92,83,97,96,94,83,89,82,97,91,87,80,96,92,75,90,97,88,80,93,97,93,101,99,93,100,94,96,92,93,92,93,99,88,100,94,103
96,89,91,97,90,91,94,88,94,100,88,92,93,89,98,97,82,92,94,97,96,94,85,91,97,96,90,91,92,93,91,88,97,86,76,91,81,87,90,92,82,88,81,93,86,92,92,87,86,88,94,94,90,91,88,94,81,95,88,91,94,88,96,98,95,88,94,96,92,102,98,92,99,97,96,94,94,91,93,98,81,94,93,104
95,84,86,101,87,83,81,89,94,95,84,92,86,87,103,95,88,96,86,96,97,92,92,89,91,93,90,93,94,94,92,89,98,90,75,90,87,91,92,93,84,90,81,86,88,92,84,89,92,88,92,95,91,95,85,95,83,92,89,97,95,90,98,97,95,88,93,98,92,101,97,93,100,101,97,92,93,93,94,100,90,96,95,105
95,91,90,99,83,88,87,94,87,97,85,92,89,90,97,95,90,94,92,96,95,97,89,91,98,96,90,95,95,96,91,93,98,91,84,91,91,91,93,95,87,92,82,90,90,89,84,90,80,87,93,96,93,93,89,93,84,94,89,99,92,89,97,96,92,90,91,101,94,99,100,94,101,97,97,89,95,94,98,99,91,94,99,102
99,82,91,88,89,90,93,93,84,98,91,91,93,92,99,95,91,94,92,96,93,101,91,90,98,96,94,92,96,95,94,93,95,91,90,92,92,89,92,95,88,92,87,91,88,92,90,91,92,89,80,98,93,91,89,85,84,95,91,108,90,89,96,97,91,90,95,97,94,99,100,93,103,96,93,87,86,94,96,99,92,94,100,101
101,81,87,91,91,89,91,94,77,96,90,90,93,92,97,89,94,98,92,95,95,101,85,90,99,91,92,93,95,95,88,93,92,93,91,94,90,89,85,93,88,93,90,92,80,92,93,91,94,91,85,97,89,92,92,92,86,95,87,104,86,90,90,89,84,91,97,99,91,99,101,95,104,97,92,91,89,94,99,98,95,94,99,98
99,85,85,97,92,90,91,92,86,96,91,92,94,93,97,97,93,96,92,89,93,102,85,91,100,78,92,93,95,92,88,93,95,91,91,94,92,92,92,93,88,94,78,90,78,93,94,91,93,90,85,98,95,92,92,93,86,95,89,100,91,89,94,87,90,87,97,94,85,101,101,95,103,97,98,92,83,96,98,94,95,96,97,103
97,85,82,97,92,91,92,92,94,98,93,91,96,93,98,98,92,99,91,87,96,101,68,94,88,79,92,94,96,93,92,93,98,81,92,95,92,91,92,93,89,96,83,92,87,93,95,87,94,91,88,97,91,93,92,95,87,95,92,97,85,92,95,91,90,90,97,91,89,101,100,92,106,97,99,92,89,96,101,94,90,95,97,100
96,87,88,96,92,92,83,92,96,98,94,91,95,94,98,97,92,94,91,95,98,96,71,94,91,88,90,83,97,90,94,92,97,82,92,92,91,93,93,95,91,95,90,94,87,95,91,86,92,92,93,98,96,92,90,97,89,97,93,98,89,91,93,91,91,89,96,95,92,101,100,94,106,96,95,92,90,97,100,93,95,96,94,100
86,89,90,96,92,93,85,93,92,99,94,91,95,95,100,93,91,89,91,97,99,98,80,98,95,91,91,83,97,88,96,92,95,90,92,93,92,93,93,93,94,96,92,92,89,95,84,89,92,92,94,98,95,92,85,94,88,98,91,100,92,90,94,97,94,92,95,94,94,103,97,95,105,97,98,91,84,96,92,80,97,97,96,102
90,80,89,98,92,94,88,81,92,99,94,95,93,94,100,95,91,96,91,99,98,98,86,93,92,92,91,89,97,84,97,91,90,93,78,93,91,89,93,94,94,98,92,93,90,90,87,91,91,92,96,99,93,93,82,94,89,100,89,101,76,91,94,95,95,92,95,88,81,101,102,94,102,95,98,91,83,94,98,84,97,97,95,103
95,89,88,97,93,94,89,82,93,97,95,84,95,95,100,95,91,94,90,96,98,99,88,93,94,92,91,89,97,82,98,93,94,95,83,94,86,87,93,93,94,99,93,94,90,96,89,91,93,93,93,97,94,94,91,93,90,102,79,101,83,91,98,94,96,93,95,90,86,92,101,95,101,94,99,92,86,95,97,94,95,94,96,101
92,90,87,95,92,93,80,85,94,97,97,90,95,95,101,97,92,97,95,86,93,99,92,92,95,93,90,91,98,86,97,93,89,96,88,95,91,90,92,93,92,93,93,90,90,96,79,92,93,93,91,102,96,95,88,94,91,96,86,99,86,91,90,94,96,91,95,94,85,97,101,95,90,95,99,90,89,96,99,101,93,96,89,101
96,92,91,94,94,94,89,87,94,97,93,93,93,95,101,98,92,98,93,90,95,97,92,95,96,93,90,89,98,85,97,88,95,95,86,98,91,92,88,96,92,96,94,93,90,97,87,91,93,94,89,102,94,91,91,98,90,90,86,98,91,92,91,97,97,85,96,95,86,100,103,96,95,98,99,88,92,96,104,100,96,94,98,104
96,93,93,98,94,94,95,90,94,96,95,95,95,94,97,97,93,99,89,95,88,93,91,93,88,95,92,89,99,77,93,88,96,94,84,87,88,93,88,96,93,98,90,94,90,97,90,91,94,93,83,100,92,94,91,101,94,90,86,98,89,92,92,96,97,87,95,88,89,100,105,92,97,99,99,93,92,95,85,100,83,93,98,103
96,82,88,96,93,94,95,91,95,88,94,95,91,94,100,95,96,97,92,96,82,77,89,93,89,94,92,91,98,89,92,94,95,95,72,86,91,94,91,97,94,99,91,94,85,100,89,92,97,93,85,101,93,95,92,100,94,91,90,98,88,93,92,96,98,87,95,95,82,98,106,97,97,101,101,89,93,93,90,95,94,86,97,103
98,86,86,97,95,94,93,91,97,94,92,95,92,95,100,89,96,98,93,86,91,75,87,93,92,91,91,88,100,91,94,96,91,98,84,86,90,86,93,97,91,100,93,97,92,102,90,94,92,94,84,100,95,93,85,98,93,85,89,98,90,94,95,97,95,90,96,93,90,100,105,98,97,105,102,88,93,88,91,100,93,94,98,103
98,92,90,98,96,93,94,92,97,91,91,96,93,96,100,95,97,99,94,88,92,86,92,75,94,93,92,92,100,83,96,95,92,98,90,88,85,90,92,97,92,102,91,92,93,102,89,95,90,93,93,101,95,92,89,100,91,87,89,101,91,93,96,92,91,85,96,90,90,100,105,99,99,109,103,91,91,95,91,101,95,86,92,102
97,95,90,98,99,94,94,92,98,96,92,97,95,92,98,94,96,100,97,87,92,92,92,87,96,94,92,90,99,87,95,93,89,96,91,89,83,90,92,96,93,105,92,95,93,96,86,95,89,94,92,99,93,94,92,102,93,92,88,97,92,94,96,93,96,85,96,93,84,101,103,99,99,106,106,93,91,96,92,100,94,93,91,94
100,96,91,96,97,92,94,93,96,95,92,98,95,95,81,95,95,102,97,95,93,92,92,88,96,96,93,90,100,91,95,93,93,95,91,91,86,91,94,96,97,103,92,93,94,88,89,96,91,94,91,99,81,91,92,100,80,94,89,89,90,95,97,81,94,89,98,92,90,101,106,92,99,100,108,95,93,101,99,100,96,88,88,99
94,80,92,98,88,93,93,93,97,87,94,87,95,90,93,99,97,102,96,95,94,93,91,88,91,93,92,94,98,91,95,95,94,97,92,94,88,92,93,96,97,101,91,94,94,96,90,94,94,96,91,97,90,92,91,96,89,94,91,97,91,95,96,83,95,79,100,94,91,100,91,86,100,99,96,96,94,96,98,101,86,90,93,99
99,86,94,92,92,90,95,93,96,90,97,91,93,85,94,99,96,99,96,93,94,94,91,88,95,95,92,95,97,91,97,94,95,96,92,93,84,93,94,97,95,101,93,93,95,98,91,96,94,96,97,98,93,90,91,97,88,94,91,99,92,95,86,77,98,85,101,93,92,93,93,83,99,94,91,96,91,94,98,104,92,93,96,97
102,92,94,94,92,92,86,91,100,89,92,93,95,94,95,96,95,97,98,95,95,94,94,92,86,95,93,93,96,91,96,94,97,95,92,95,83,91,93,98,95,102,94,95,95,98,92,96,93,98,98,99,93,95,91,96,88,96,91,97,93,97,93,76,95,89,102,88,88,98,104,87,101,90,95,97,91,96,100,102,93,95,97,101
102,90,92,89,94,92,90,90,99,89,95,95,94,95,96,85,94,98,98,93,96,93,91,92,90,95,92,93,98,92,96,96,97,95,92,95,89,93,94,97,95,103,94,95,95,98,86,96,94,97,95,101,93,95,91,98,92,97,92,91,92,96,93,90,96,92,101,91,84,93,102,90,102,97,96,96,91,98,99,103,92,98,93,101
102,88,92,83,94,86,92,93,96,88,91,95,96,99,96,94,93,95,98,95,96,94,93,94,95,97,91,93,97,91,96,102,98,94,93,95,90,93,94,98,94,100,87,94,96,97,79,96,95,99,97,101,89,95,91,98,91,99,92,87,90,96,95,91,88,90,101,92,81,98,104,92,101,98,96,93,92,98,101,97,93,99,86,101
104,84,92,74,95,91,94,95,96,92,94,96,96,100,96,100,96,99,99,96,95,95,94,94,96,96,94,93,99,89,97,96,98,92,96,96,90,79,94,98,86,99,80,96,92,99,88,96,94,98,98,99,93,93,91,98,87,98,94,96,90,96,98,88,83,91,99,91,85,96,105,94,101,99,99,94,91,99,99,94,96,100,85,101
103,86,93,75,99,91,91,95,95,91,95,97,96,96,96,99,96,101,100,94,95,95,93,95,96,96,94,85,101,89,97,99,99,80,89,96,94,84,94,99,86,99,85,95,91,98,93,92,94,96,99,98,93,93,93,98,88,99,92,99,93,96,98,92,93,91,104,93,89,97,97,95,102,100,99,95,91,99,100,96,95,100,90,102
103,88,97,89,102,93,93,94,96,92,97,96,96,97,97,97,98,102,99,87,95,95,94,95,96,97,94,92,101,90,97,97,101,85,91,95,93,84,94,98,93,98,85,95,90,100,92,96,92,91,98,90,92,94,92,100,92,100,92,101,94,96,98,93,90,92,104,91,90,96,101,94,100,99,102,96,91,100,99,94,97,94,88,102
108,91,95,92,100,93,95,94,100,95,96,95,95,97,97,97,97,101,97,91,96,95,94,95,97,97,94,95,100,91,98,98,91,89,86,94,94,87,95,100,93,100,90,95,91,99,90,94,91,91,97,99,89,93,92,101,95,100,91,97,95,99,97,96,91,92,95,94,90,98,106,84,102,100,91,98,91,99,100,93,97,100,89,104
103,94,95,93,95,94,96,92,91,97,96,97,97,85,98,99,93,102,92,95,97,94,86,96,99,95,94,94,101,91,98,99,97,94,90,95,96,79,96,99,94,99,91,95,92,99,91,95,91,90,96,100,91,93,94,100,94,99,93,98,92,99,99,92,91,92,97,98,91,97,105,89,100,99,102,98,93,100,101,83,97,99,81,106
96,99,94,91,92,95,91,95,91,96,97,88,96,94,99,100,91,100,95,93,97,95,81,97,99,96,94,94,102,81,97,99,98,92,91,96,95,79,94,98,93,98,94,95,94,98,92,96,92,92,96,100,92,93,91,95,96,97,93,99,91,98,100,90,94,92,98,97,92,100,103,93,101,99,102,96,94,99,100,93,98,101,94,110
84,93,85,94,82,95,89,98,94,95,100,90,94,97,98,102,99,99,97,94,97,95,85,99,97,97,94,95,101,89,99,99,96,90,92,91,89,82,94,98,94,99,95,97,92,99,89,96,93,93,95,99,91,93,94,100,97,97,92,101,88,99,99,95,98,91,101,99,93,98,101,92,102,91,102,95,93,97,101,96,98,102,91,109
77,95,90,93,82,96,94,100,98,95,98,96,97,96,96,107,101,98,98,94,95,96,93,98,99,98,95,94,100,88,94,90,97,90,92,88,85,82,97,99,93,100,94,97,88,100,90,96,94,86,98,94,93,94,94,100,97,96,93,103,91,99,100,95,97,90,99,99,94,100,102,92,102,88,103,98,94,100,101,96,99,104,88,109
91,88,87,94,88,97,94,99,91,95,98,87,97,95,81,103,99,98,98,95,94,97,90,96,98,96,96,92,96,84,98,92,99,92,91,94,89,87,96,99,95,100,95,95,84,98,92,96,94,93,100,93,93,93,94,100,95,98,92,100,92,101,101,89,99,91,101,98,93,101,105,93,102,96,105,100,96,100,102,96,97,105,91,108
93,86,92,94,92,98,83,97,95,96,95,81,99,96,91,97,97,98,97,95,95,100,92,98,100,92,97,96,94,90,99,90,99,92,90,97,87,86,95,100,94,99,95,96,82,98,92,95,89,96,102,95,94,93,93,97,94,98,94,101,91,104,101,86,97,93,101,97,87,101,104,95,104,97,98,101,97,101,101,97,100,108,93,103
96,90,84,93,92,97,93,96,97,95,91,91,92,97,91,97,96,100,96,96,96,98,91,98,100,95,93,97,91,91,101,86,99,94,87,95,85,81,96,103,93,100,95,97,79,99,92,97,90,98,102,77,94,94,94,100,93,99,97,99,91,106,101,83,88,96,89,99,93,105,104,96,104,95,78,92,95,101,103,97,98,106,93,99
95,92,96,96,93,96,93,96,99,97,93,93,97,97,96,102,97,101,97,97,97,91,92,98,99,96,96,98,92,92,96,90,99,92,88,95,84,84,96,105,94,101,95,98,83,99,95,95,89,97,103,78,97,96,95,100,95,92,94,102,93,107,100,83,90,95,87,101,93,100,105,97,99,93,94,95,95,101,99,99,100,103,94,102
95,90,94,94,94,98,91,96,100,97,96,93,101,92,96,96,96,103,98,97,97,93,90,97,99,96,96,97,89,93,92,93,99,88,93,90,88,88,94,100,96,102,96,97,91,101,95,96,90,97,101,90,95,94,96,100,96,99,95,103,89,105,100,83,95,93,86,102,86,97,101,98,101,93,92,89,96,100,98,101,100,102,94,104
95,91,93,90,94,99,90,96,100,97,95,94,104,92,96,100,96,103,98,96,97,85,92,97,100,94,97,96,94,93,95,96,98,87,93,94,90,88,95,100,89,102,96,98,89,105,95,96,93,98,102,86,96,94,94,100,97,98,94,100,92,100,100,91,97,98,95,103,86,100,102,98,100,90,95,78,98,99,100,102,100,102,95,106
97,92,91,94,95,100,89,97,92,97,95,94,105,88,98,99,95,102,99,96,95,85,93,95,98,93,96,97,96,93,98,97,99,88,93,94,91,90,96,95,91,102,96,98,89,98,93,98,92,98,102,85,95,95,96,99,98,99,94,100,89,100,100,91,97,92,95,99,84,99,100,97,103,92,96,86,97,99,101,103,100,98,97,106
98,91,92,95,96,101,92,89,94,95,97,95,101,89,99,98,91,101,100,98,94,92,93,98,99,88,96,97,84,93,99,97,101,91,94,97,92,91,95,99,86,100,97,99,91,99,93,100,92,99,97,90,95,93,96,99,97,100,92,99,86,102,102,92,97,96,89,99,77,100,101,95,102,95,96,94,97,100,103,103,100,99,92,106
98,92,93,98,97,99,93,90,95,95,95,95,98,90,100,100,94,101,100,98,93,88,92,97,102,91,97,99,88,95,96,82,98,93,94,100,93,90,97,99,90,99,98,99,93,99,94,98,89,89,97,93,96,86,96,100,98,100,94,99,85,104,103,92,98,93,94,100,87,101,103,96,103,98,96,96,97,101,104,104,100,100,93,105
99,94,94,95,98,87,92,92,95,96,96,95,99,94,98,99,96,98,94,98,94,93,88,98,101,94,98,98,91,95,100,87,99,88,94,102,93,88,97,98,92,100,97,98,92,96,96,99,93,91,98,93,94,88,96,102,99,99,93,100,91,104,103,93,98,93,97,101,92,102,101,95,104,100,99,96,97,101,103,106,99,97,94,103
95,94,93,95,98,90,94,94,91,98,96,96,98,94,99,101,94,97,96,99,97,93,88,99,101,95,98,97,97,95,101,92,99,86,94,100,92,90,99,94,94,99,98,98,94,97,96,99,94,94,96,90,91,91,97,103,99,101,96,100,95,101,102,95,91,94,96,99,92,102,99,93,104,94,99,97,99,102,103,110,95,100,95,104
96,95,94,96,101,96,93,95,94,99,93,96,100,95,95,102,95,98,96,99,93,94,87,99,103,96,97,97,98,94,101,94,95,92,93,97,93,91,99,94,93,102,99,100,94,99,96,100,94,97,94,88,95,93,98,103,99,102,95,100,97,101,100,96,97,96,95,100,89,98,100,95,105,95,97,94,99,101,102,101,92,101,98,105
95,95,93,91,99,97,97,95,94,99,78,95,97,97,91,104,96,101,97,98,88,95,91,100,101,100,93,95,99,94,100,92,94,93,96,98,93,92,97,96,95,100,97,97,94,83,97,101,91,99,91,93,95,93,98,104,98,100,94,101,94,97,100,96,97,96,94,94,80,90,104,97,105,96,100,96,98,101,103,101,93,100,100,104
95,95,93,96,100,100,98,97,94,99,92,97,98,98,97,109,94,99,99,97,94,95,92,99,99,103,97,96,98,92,98,92,99,94,97,100,94,92,98,97,92,100,95,100,94,89,96,101,92,98,91,94,96,93,97,103,99,96,95,100,96,99,101,94,98,95,94,92,87,98,105,98,103,96,100,98,98,102,103,101,93,94,99,104
97,96,94,95,94,103,95,99,96,100,93,96,101,97,96,105,98,97,99,98,95,98,92,96,99,102,98,97,99,94,94,95,97,94,93,98,94,91,98,98,84,101,95,100,95,95,98,102,92,99,91,94,96,94,98,97,100,98,95,100,97,99,100,93,98,88,95,96,84,100,105,91,104,97,90,98,100,93,103,103,97,97,98,103
99,97,95,96,90,102,92,98,96,99,90,98,101,94,96,100,94,97,102,98,94,100,91,101,99,99,101,97,100,95,99,94,97,95,95,101,96,92,90,93,90,100,96,101,95,93,99,102,93,100,96,96,97,95,99,97,103,96,97,100,98,97,102,95,95,91,93,99,90,102,104,83,104,97,98,99,100,92,105,102,101,98,97,103
95,98,97,96,88,101,96,99,96,99,93,99,102,96,95,101,95,98,103,99,95,97,92,100,100,98,93,99,101,95,102,97,99,96,95,101,98,93,96,95,92,100,97,100,95,93,97,102,94,97,98,98,96,94,100,97,94,99,97,100,99,98,101,94,99,95,90,101,93,103,98,94,102,99,101,97,101,97,107,103,101,102,98,104
95,97,95,95,93,99,95,98,98,99,97,98,102,97,98,85,98,99,104,100,94,103,92,101,101,98,93,99,102,95,101,97,85,95,96,93,96,93,99,96,93,99,98,99,95,92,96,103,95,96,99,95,102,94,101,92,91,98,98,101,100,99,101,94,101,94,96,99,92,102,97,96,102,100,101,96,101,96,106,100,103,102,97,104
94,96,95,97,93,100,87,93,99,99,97,98,100,99,99,88,102,97,99,99,96,102,93,100,102,94,97,101,102,95,97,97,87,100,83,93,98,94,101,76,92,100,97,100,97,91,97,103,96,92,100,93,102,94,100,97,90,98,91,102,100,92,101,95,100,90,98,101,93,99,101,99,102,99,102,97,102,97,99,98,103,101,98,103
90,97,96,96,94,99,93,83,94,101,96,96,100,92,98,96,98,100,100,99,98,98,94,100,101,97,95,99,101,96,97,97,87,98,92,96,92,93,97,80,93,100,97,100,97,95,98,102,96,93,87,93,101,95,100,97,96,100,94,104,99,94,100,94,101,96,98,101,95,102,102,102,107,101,103,91,99,98,100,100,100,102,101,103
86,97,96,95,95,100,93,93,91,94,99,97,99,95,101,98,96,99,101,101,98,96,94,98,100,97,96,98,99,96,97,99,75,95,93,81,83,96,100,89,92,99,96,99,98,95,100,102,95,93,96,96,98,95,100,96,88,100,94,103,98,97,96,96,101,97,98,99,95,101,97,101,107,102,102,90,100,99,87,100,100,99,86,105
94,99,96,95,96,100,95,94,95,98,93,99,100,98,100,99,95,99,100,102,100,95,98,100,99,98,96,91,101,94,100,95,76,87,92,92,86,97,101,92,92,101,98,98,94,95,99,100,95,95,97,93,97,96,98,97,93,102,91,105,99,100,98,98,98,97,98,101,93,102,104,99,106,102,102,94,99,98,95,99,98,101,93,106
93,100,94,94,95,101,98,96,96,98,93,99,105,98,100,98,94,99,100,101,99,96,101,102,99,98,96,94,100,95,99,94,84,81,90,83,91,92,98,91,94,99,98,100,93,96,99,97,98,96,98,96,98,92,99,97,95,102,94,102,98,100,99,95,101,98,98,101,93,105,103,98,107,101,101,94,100,99,99,101,95,103,92,106
87,100,93,94,97,99,98,96,95,100,82,100,105,100,99,100,97,101,98,99,98,96,93,102,100,100,92,96,100,94,94,97,78,92,90,83,88,92,96,92,94,96,99,101,94,96,100,94,98,95,99,96,96,94,98,99,95,101,96,96,101,98,103,94,101,99,90,101,93,103,104,100,106,100,104,97,101,99,102,98,100,102,86,104
