1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
82,72,80,70,76,82,80,84,93,92,84,90,84,76,86,86,77,82,79,74,74,74,80,84,87,86,85,73,81,86,71,62,83,91,74,81,83,63,83,80,90,87,90,81,86,89,82,79,86,88,70,90,88,87,95,84,85,85,79,78,73,87,72,80,83,87,88,91,94,70,77,84,90,72,75,87,88,94,79,59,77,77,75,76
84,77,83,70,82,82,82,75,94,60,87,83,87,84,85,85,82,86,74,82,72,77,82,82,87,87,74,73,76,74,82,67,87,92,76,84,76,68,86,80,88,86,76,85,84,80,87,77,87,89,66,74,87,77,92,74,83,89,81,72,58,75,77,77,82,89,90,90,93,76,75,85,75,90,72,86,84,94,83,60,85,81,78,70
86,83,85,75,86,80,85,85,90,65,88,70,80,80,83,85,87,79,68,86,75,76,76,85,84,79,77,68,77,75,85,71,86,92,80,82,80,73,88,85,92,73,73,87,88,88,76,77,85,89,64,77,84,75,94,84,88,71,82,63,68,79,80,74,85,89,90,70,89,82,79,85,76,79,68,82,86,93,84,64,96,93,84,76
89,87,87,79,85,82,82,83,88,72,88,82,83,81,86,85,86,87,64,84,81,73,79,82,83,71,81,70,79,82,86,76,77,67,80,79,84,62,87,88,92,70,80,71,81,79,75,75,73,87,79,85,83,80,72,88,77,76,81,68,74,82,80,76,87,92,92,74,91,82,83,87,81,83,75,82,87,92,84,67,95,93,85,87
92,90,86,82,86,84,87,83,89,78,89,84,88,82,88,87,86,89,67,83,85,64,82,76,83,78,74,79,79,84,87,77,77,67,79,77,84,63,88,84,92,75,72,68,79,84,70,71,73,89,80,75,83,84,73,87,82,85,80,62,80,80,81,68,89,89,85,89,91,84,78,87,87,87,81,83,86,83,89,74,82,93,86,88
94,91,88,87,84,80,67,85,86,71,70,86,87,71,85,82,86,79,81,77,84,72,82,85,83,81,73,85,80,81,81,81,78,83,81,78,80,65,76,85,78,78,68,68,80,66,79,74,63,84,87,69,86,84,71,90,86,86,68,72,88,77,84,69,92,91,80,67,75,84,72,86,87,91,77,83,82,77,80,65,83,91,87,89
87,82,85,71,80,77,75,85,87,78,71,84,79,71,77,78,87,84,80,82,90,76,81,80,87,79,82,80,81,84,72,84,76,82,81,76,87,67,77,77,76,78,61,72,79,60,84,75,71,87,86,73,91,83,73,85,80,67,82,68,81,79,85,73,94,90,77,71,73,85,72,86,90,89,82,83,80,80,82,70,87,91,89,89
83,85,83,69,79,81,63,84,90,78,71,90,66,75,69,84,71,85,66,84,76,82,84,68,82,79,72,78,82,85,74,83,77,69,81,70,86,75,75,76,76,81,59,72,77,59,85,77,81,93,86,76,91,85,74,85,75,73,89,73,78,76,92,72,88,81,67,73,82,71,76,87,88,85,82,85,76,84,79,63,86,85,87,86
86,82,85,80,75,83,72,78,87,76,60,91,66,82,79,86,78,84,58,81,83,77,77,69,84,80,70,79,76,74,81,85,79,62,81,73,65,68,82,72,80,69,83,71,76,59,83,77,82,83,83,75,89,89,80,72,83,61,80,79,84,80,78,66,86,83,73,72,72,80,83,88,87,87,79,88,64,86,81,69,59,67,90,77
85,73,87,65,67,83,75,80,87,75,61,90,82,81,69,90,81,82,51,66,85,71,67,78,82,83,75,81,82,78,82,86,83,55,83,76,60,68,85,71,82,72,70,76,74,64,79,72,90,91,85,77,87,91,80,66,86,71,62,80,83,83,76,58,61,86,77,87,78,85,72,84,88,88,81,86,79,86,83,80,74,86,87,76
90,77,76,67,66,83,77,82,76,78,71,87,85,83,72,73,87,76,55,55,68,78,76,81,85,68,76,83,72,84,70,84,78,58,78,76,70,61,81,75,85,73,76,82,76,78,79,78,79,87,84,80,86,88,69,56,93,86,64,77,83,82,76,69,75,87,78,73,76,86,70,89,74,63,75,86,84,87,66,86,83,75,78,82
69,84,66,74,80,84,80,83,84,79,72,88,65,84,80,74,76,82,63,56,72,81,81,76,82,74,76,80,78,81,52,64,84,70,75,80,80,57,84,78,85,88,78,85,78,76,74,79,79,89,83,82,85,86,76,73,78,81,63,80,86,84,76,68,86,86,75,77,77,71,82,78,63,64,82,84,82,88,64,85,82,43,79,66
80,84,64,85,86,81,82,84,83,78,72,86,79,72,75,65,77,86,71,56,67,83,83,67,79,80,74,83,83,80,61,68,83,75,73,84,78,51,87,78,85,62,79,74,80,83,66,81,84,87,80,80,82,84,70,78,71,82,73,81,86,80,75,76,84,86,77,80,77,71,82,73,68,67,84,81,81,86,76,84,57,62,76,72
67,83,80,78,83,81,80,83,90,83,83,88,88,70,66,67,74,87,83,61,80,79,83,73,82,82,75,83,55,84,63,74,82,76,72,81,79,53,82,81,80,58,78,83,80,81,69,78,84,66,71,80,54,86,49,78,65,79,79,80,71,85,74,80,88,86,82,81,77,77,70,80,75,70,84,82,75,86,80,84,49,64,82,78
76,82,61,73,86,82,84,84,86,84,62,87,84,78,59,70,85,77,83,65,72,71,81,68,85,81,77,83,60,85,65,78,82,86,73,74,81,71,87,84,71,67,74,85,78,81,75,78,84,73,67,81,50,84,58,80,68,81,90,83,67,83,77,61,90,86,82,86,83,82,74,86,80,78,82,76,77,87,62,82,57,73,84,79
81,75,71,79,84,83,86,82,71,85,71,88,50,84,68,77,87,83,82,72,66,72,85,76,70,82,77,64,65,86,71,75,83,82,80,78,82,66,75,83,66,74,74,86,83,85,63,75,82,70,76,81,57,88,64,71,81,84,79,75,79,83,83,63,85,85,74,64,79,83,75,84,81,86,84,68,75,86,78,70,64,79,82,70
80,73,77,84,72,83,85,77,72,84,81,87,46,85,73,60,88,85,84,71,75,75,75,70,71,80,65,57,79,84,53,61,84,60,84,80,82,67,66,83,70,77,76,83,84,83,61,76,79,74,65,83,52,78,70,83,76,74,75,76,65,81,84,55,83,75,79,64,81,84,76,71,86,88,75,75,79,91,85,76,71,79,79,78
56,75,83,65,68,76,73,79,79,80,71,64,57,84,68,52,61,75,62,65,79,87,59,64,71,82,67,71,66,84,64,61,73,69,69,80,83,73,71,82,70,78,80,60,82,59,72,72,83,75,67,83,47,81,67,85,57,68,74,78,69,78,83,59,82,60,81,65,82,83,76,62,64,85,69,76,80,88,88,79,74,78,65,84
65,76,75,79,69,80,73,64,86,86,81,59,70,75,70,58,72,55,62,64,84,79,70,71,79,82,67,78,59,66,69,58,73,69,87,71,76,77,77,80,75,81,80,61,80,59,72,75,87,85,78,70,53,79,81,84,50,69,79,65,80,70,81,54,82,59,82,65,85,81,78,69,67,87,67,75,78,80,83,74,83,81,62,86
68,77,68,79,78,75,83,57,82,88,79,74,80,72,65,67,80,55,76,77,61,81,60,74,88,70,67,76,60,71,75,65,79,73,72,61,79,72,78,76,75,79,81,68,72,76,74,67,85,89,81,65,56,58,68,77,51,74,83,55,83,70,79,75,83,75,87,73,86,84,78,68,78,82,80,59,85,73,88,80,83,82,66,72
73,71,72,74,83,80,84,63,84,71,70,82,60,69,61,74,80,61,58,71,50,68,57,74,89,70,74,82,57,74,81,73,70,70,59,67,82,67,79,68,67,81,77,75,80,73,80,67,77,81,87,73,71,56,56,74,61,81,70,52,80,78,79,71,67,74,87,83,69,86,76,71,80,86,72,63,76,72,88,79,85,83,71,84
78,61,63,82,60,79,84,77,62,72,73,85,67,76,55,77,70,69,70,72,59,67,65,71,87,73,74,84,56,69,85,81,58,79,77,54,86,74,79,63,65,82,78,76,75,72,70,72,78,79,86,65,63,61,60,78,79,86,64,56,80,74,78,72,51,80,88,81,69,78,78,75,78,80,65,71,63,76,79,86,68,82,75,84
81,61,69,80,63,84,82,76,75,74,77,86,71,77,53,77,59,73,62,76,63,70,64,68,72,76,67,84,54,62,88,82,63,70,85,53,84,75,71,62,80,84,77,76,76,77,80,78,73,89,88,57,56,65,58,83,71,77,71,60,80,56,81,76,57,82,88,86,78,74,68,78,75,82,66,75,71,71,60,63,50,82,78,78
82,54,74,80,73,80,72,85,66,78,82,66,78,80,59,74,51,61,62,85,69,72,66,73,64,77,69,82,58,52,83,74,76,71,66,57,86,67,60,69,80,85,59,76,74,83,81,75,59,83,79,66,60,67,59,79,74,67,63,77,79,48,67,84,56,79,86,88,85,78,75,80,64,85,70,74,73,69,57,59,70,84,79,82
82,61,67,70,66,80,55,63,91,66,81,44,80,76,66,74,72,59,51,82,63,72,64,82,77,77,69,69,69,56,81,75,72,82,66,73,73,75,63,81,55,87,66,77,65,82,84,75,60,88,82,75,68,79,64,59,82,69,53,75,79,63,77,88,80,75,82,91,85,80,78,82,67,85,71,76,74,65,63,54,76,86,81,82
53,74,67,63,70,79,63,62,61,66,83,53,81,57,68,74,79,75,49,79,78,46,78,87,81,77,63,84,72,70,85,77,76,71,71,68,82,77,70,68,61,79,70,75,67,73,73,60,61,78,81,76,72,77,72,65,62,75,47,67,83,66,77,71,81,81,82,67,82,77,78,80,70,84,77,65,85,71,75,55,75,81,75,79
62,63,66,70,74,80,81,58,70,66,69,65,81,67,71,76,83,75,58,79,78,64,80,72,78,81,79,77,75,58,81,67,77,64,76,65,66,77,73,79,66,80,70,70,76,67,82,56,66,83,83,77,68,74,82,68,68,78,52,58,83,64,77,69,84,67,80,73,84,79,74,82,80,81,61,51,71,74,78,50,47,84,79,58
58,65,70,75,72,79,83,64,56,68,74,71,91,73,72,79,85,82,68,81,73,70,69,71,69,77,77,76,77,66,77,79,82,84,82,73,63,46,72,82,63,83,73,57,79,71,82,38,69,89,77,75,72,71,81,80,78,77,54,60,84,74,78,69,73,51,87,77,84,76,76,65,86,66,57,41,65,77,78,48,42,85,71,59
61,46,76,75,70,78,67,69,76,62,82,80,85,72,73,67,84,81,77,81,37,74,54,76,62,80,75,76,73,77,56,54,83,71,82,59,69,36,72,83,64,82,77,61,87,72,82,53,75,85,87,73,74,65,76,80,70,77,61,61,83,55,75,77,74,52,84,85,87,78,79,62,83,56,63,45,65,76,80,55,45,84,80,54
63,51,80,79,68,79,69,71,71,62,75,86,90,78,74,72,86,83,75,77,40,80,68,79,79,83,80,76,72,77,65,54,80,54,79,56,75,44,80,73,67,72,81,55,71,79,73,68,82,86,74,77,77,67,67,61,76,78,48,68,85,57,68,66,74,53,78,74,67,83,79,67,73,68,78,48,70,82,73,65,65,87,82,52
60,57,79,82,67,71,80,67,67,67,79,75,55,83,75,79,75,72,81,84,71,82,60,75,82,81,79,76,71,75,73,69,77,46,73,63,79,40,84,48,72,57,77,53,72,80,55,80,68,86,60,80,75,68,63,66,73,72,50,75,83,55,67,63,84,67,58,68,73,60,69,68,79,65,81,50,75,86,83,71,66,74,82,57
62,70,81,83,74,50,80,51,53,80,75,68,48,82,74,84,60,55,78,78,42,72,53,54,79,81,67,80,73,73,80,76,80,68,80,66,79,43,75,62,68,48,74,59,77,68,72,82,71,65,58,74,70,74,66,72,59,79,48,75,79,64,72,70,75,71,60,76,71,68,66,81,63,70,90,53,75,86,85,74,72,76,83,59
64,73,79,82,74,48,79,52,49,78,81,81,47,81,79,72,58,65,74,63,56,58,63,50,68,79,71,80,72,73,72,75,67,52,80,61,73,51,78,64,79,47,81,64,79,69,81,85,75,66,55,78,80,74,71,70,70,71,51,77,81,51,75,75,71,69,61,75,74,76,72,66,70,69,80,56,72,82,84,64,75,78,66,56
75,75,76,80,73,48,68,66,52,77,82,87,58,73,78,71,68,72,68,67,64,63,61,45,73,75,79,79,73,59,53,82,58,52,82,77,82,58,78,59,80,57,71,69,77,70,80,73,61,77,61,80,79,77,73,79,74,72,53,80,80,46,67,73,75,76,68,70,79,73,74,71,80,76,72,69,79,79,65,53,80,81,67,48
69,75,65,83,74,53,78,71,59,62,82,71,60,65,66,78,71,79,73,69,71,63,61,50,76,72,77,82,73,64,63,73,73,53,76,70,59,56,82,53,81,57,64,76,74,54,53,70,69,81,78,81,66,67,59,77,68,73,65,71,76,59,61,74,78,71,67,66,84,79,67,78,83,77,71,70,77,63,69,63,84,83,75,47
68,76,53,72,74,61,65,81,61,70,63,69,76,62,57,75,75,83,55,74,66,61,70,75,79,53,77,81,83,69,65,79,73,44,75,73,56,76,73,52,74,64,69,80,78,47,60,70,70,61,79,82,70,68,64,76,72,82,68,66,82,62,61,74,79,66,69,70,89,77,58,83,79,83,81,74,66,67,76,56,81,84,78,46
73,76,64,55,74,67,63,61,59,62,63,79,76,68,62,64,84,63,46,73,75,57,70,72,75,48,75,83,72,74,75,82,56,44,82,77,55,60,60,59,52,58,77,81,86,55,67,77,77,57,75,79,77,66,71,73,75,74,68,73,84,60,72,70,82,67,77,75,52,55,66,84,72,82,74,67,59,77,66,63,74,81,71,55
73,73,53,66,68,68,60,70,52,58,75,79,80,62,72,78,68,68,43,76,63,75,76,73,60,49,78,82,86,72,72,48,52,49,83,77,58,59,78,76,62,49,84,73,62,54,70,64,83,64,57,74,57,62,77,63,69,59,68,73,71,62,80,74,73,65,87,80,48,61,74,82,73,80,43,81,63,76,72,79,72,83,71,64
67,79,56,71,61,67,71,75,62,63,83,45,77,60,71,68,55,71,46,78,70,61,71,75,61,56,87,75,80,81,56,49,52,45,83,65,60,54,76,73,60,71,78,42,63,57,68,48,75,72,66,77,62,68,66,53,68,79,70,78,58,70,73,75,54,78,83,78,47,75,66,85,72,72,43,66,64,73,77,76,75,68,78,68
55,63,64,85,66,68,76,75,67,69,80,61,76,55,68,73,70,64,71,78,74,69,72,72,60,68,79,80,85,71,70,71,59,43,66,58,66,63,70,77,69,54,82,42,71,68,80,61,70,77,73,77,64,67,40,75,73,73,72,82,60,58,76,61,66,60,80,78,44,70,68,79,78,66,40,67,74,76,81,69,88,84,69,62
52,60,56,59,55,75,77,59,67,76,79,70,59,60,71,80,68,72,68,64,70,74,75,73,57,72,81,79,84,73,73,77,75,60,76,63,53,64,71,73,74,49,82,46,79,73,77,61,58,80,83,79,66,56,47,82,78,52,79,79,71,64,81,44,73,64,71,79,63,71,64,58,67,77,54,77,74,66,78,61,74,74,57,61
54,58,68,63,49,58,74,61,74,82,82,79,57,45,77,73,82,56,70,46,52,80,69,71,56,77,71,66,62,79,59,77,67,66,72,63,64,81,74,60,79,47,63,51,52,74,63,56,56,86,83,83,75,48,62,81,78,55,76,78,78,65,64,49,72,75,84,79,64,75,65,63,55,85,52,64,74,70,77,64,70,78,52,73
57,57,73,76,62,61,80,69,65,73,89,84,55,41,69,70,48,62,60,45,55,79,48,65,63,79,71,65,46,49,49,75,75,73,64,70,80,60,72,52,56,56,73,69,59,58,50,62,61,66,62,62,80,55,74,67,52,50,73,78,80,73,38,61,63,68,64,82,72,76,72,72,63,60,57,72,44,76,80,73,55,71,72,77
53,52,72,54,55,51,78,70,69,55,83,79,66,40,65,67,49,71,63,54,61,71,51,65,60,66,63,69,61,63,61,76,72,55,70,60,81,36,55,73,52,63,73,76,61,61,54,66,61,63,55,63,84,62,73,71,61,45,70,81,73,77,52,63,65,73,60,80,68,76,72,80,67,69,63,73,47,79,73,76,74,61,73,84
63,65,78,67,56,61,76,76,69,59,74,82,59,44,73,77,43,53,58,54,69,56,62,58,70,69,66,72,70,49,63,82,52,46,72,46,74,45,63,75,51,70,74,71,70,73,78,72,64,75,48,63,74,70,75,63,68,69,68,81,68,67,69,68,74,81,72,73,70,60,54,63,63,72,67,79,55,79,77,78,87,57,75,66
75,72,78,62,70,64,73,59,70,64,71,80,66,42,68,82,49,71,60,50,70,55,74,64,69,54,61,70,78,45,72,80,48,56,73,50,58,54,61,76,61,73,65,80,50,68,68,62,64,65,48,74,47,58,77,65,75,68,54,75,73,67,71,60,74,53,64,57,74,64,50,67,73,79,73,66,59,67,77,78,67,58,76,53
69,61,65,76,82,51,66,57,77,68,70,79,78,56,77,66,64,76,68,68,65,57,75,63,61,61,56,81,72,63,71,79,47,65,75,53,70,58,74,79,62,76,73,80,63,72,42,67,71,72,55,74,57,73,77,62,80,59,58,79,78,67,61,74,74,58,74,58,84,61,50,73,63,83,83,50,68,69,80,70,67,64,81,68
75,56,72,64,63,54,56,70,72,67,60,61,77,50,74,83,77,77,62,73,70,61,76,77,66,75,59,49,61,53,73,81,44,74,74,58,72,58,76,73,64,64,83,64,74,71,47,59,80,73,59,69,60,62,76,73,86,66,62,75,83,49,66,72,76,64,82,53,63,75,49,76,70,80,85,59,63,64,73,63,75,66,75,66
76,66,73,52,59,58,57,68,67,73,61,75,72,53,70,84,60,77,70,80,64,71,78,79,70,70,67,65,65,57,65,75,43,81,67,55,73,70,84,59,70,61,66,56,73,56,68,62,74,74,69,56,62,65,70,76,74,57,63,78,74,41,75,56,71,54,71,54,71,80,41,80,67,80,75,66,63,52,85,58,75,59,78,59
76,70,68,79,67,62,63,70,71,75,68,60,80,62,79,74,58,78,68,65,55,69,68,60,70,43,75,80,62,65,59,78,46,51,57,63,76,66,81,70,73,68,62,72,78,47,63,62,78,75,71,59,69,63,77,77,84,57,55,80,61,49,78,50,57,64,56,63,79,56,50,57,44,79,68,75,65,53,72,55,75,60,80,78
81,67,60,46,62,52,76,74,76,67,76,37,82,68,63,60,62,80,67,50,65,75,64,66,60,48,70,84,74,65,53,63,55,71,59,74,68,60,49,61,64,71,61,65,55,48,65,64,82,69,81,71,71,46,66,77,73,69,53,78,61,53,77,56,56,65,60,74,74,52,53,57,42,74,38,69,70,52,43,56,75,54,73,80
79,70,59,41,52,46,72,77,71,68,76,56,66,63,65,68,78,80,66,54,75,75,57,68,77,47,65,81,63,62,54,67,69,41,58,66,65,63,66,41,71,76,64,70,63,50,69,69,73,69,62,58,73,47,64,80,60,83,56,65,73,57,75,56,66,72,51,60,79,67,52,59,52,74,31,56,69,58,47,56,70,68,69,82
78,68,57,64,69,65,75,76,61,63,58,66,60,66,73,79,60,79,58,66,73,45,57,67,57,48,70,74,65,56,57,76,73,36,62,54,65,50,78,34,71,76,68,65,72,58,76,71,77,79,53,67,78,69,67,81,62,69,80,56,78,62,68,56,77,71,36,46,83,70,58,58,56,79,47,67,75,56,49,47,75,72,79,82
78,69,65,59,78,64,65,74,57,71,49,67,47,78,60,65,57,78,67,50,63,45,79,60,60,51,75,72,73,52,58,79,72,52,66,44,67,63,46,41,71,71,74,47,75,66,78,56,69,57,62,68,75,56,76,59,47,68,76,52,71,65,55,48,71,63,43,55,80,74,50,65,64,81,40,69,76,52,67,56,83,79,79,80
80,70,54,60,71,66,39,67,52,62,74,67,44,74,56,64,64,48,78,45,73,43,59,72,71,55,72,51,47,56,71,79,69,47,55,43,75,64,48,46,66,51,74,48,81,75,73,44,77,47,74,69,76,73,76,58,48,72,60,48,64,65,61,53,62,78,72,55,50,81,44,74,53,80,48,66,78,46,70,60,57,82,85,77
82,71,50,62,55,47,38,68,45,60,81,83,59,60,57,77,51,57,44,60,70,50,49,55,67,56,74,49,61,62,63,63,67,45,70,61,77,65,54,55,76,55,80,50,75,75,42,39,82,46,55,74,69,71,71,49,63,78,47,45,70,69,56,53,64,69,65,72,80,50,48,71,52,55,60,67,79,52,76,63,58,78,72,67
81,65,65,70,67,49,50,74,42,73,60,72,70,67,48,56,53,76,56,59,67,53,40,37,37,65,74,53,73,65,69,55,69,33,86,71,76,49,67,59,71,63,63,45,69,74,37,56,64,52,46,77,72,67,69,64,75,76,41,58,68,74,69,63,59,70,71,75,56,66,52,56,60,57,54,71,75,67,65,66,63,71,62,71
64,59,48,71,59,60,60,71,50,84,46,76,74,63,65,62,64,76,71,48,68,42,38,47,38,70,71,58,72,76,73,56,68,57,71,68,75,52,72,62,46,69,49,50,63,71,42,58,56,55,61,73,69,73,68,53,79,78,53,67,59,31,56,62,56,80,71,76,61,66,69,62,68,62,51,74,74,67,62,70,78,64,65,78
67,51,48,74,50,59,44,68,42,79,40,64,71,62,55,69,64,53,71,41,69,44,44,54,41,57,68,62,45,61,73,55,79,46,76,63,81,54,73,48,54,69,50,69,59,77,46,51,49,71,65,75,64,70,66,64,81,76,63,66,75,49,64,66,67,59,67,77,59,73,66,72,73,70,51,74,75,77,65,53,77,69,77,68
69,40,49,78,36,67,50,66,57,78,50,69,40,51,61,66,47,64,75,54,68,43,45,80,44,58,58,69,41,55,74,74,73,42,57,63,69,51,73,64,59,60,61,61,67,70,54,58,49,72,55,75,55,68,61,63,81,76,68,63,57,55,65,72,74,51,59,76,59,79,63,77,70,71,62,74,75,57,61,69,81,52,81,65
76,47,67,63,46,71,51,70,56,75,56,64,47,55,56,72,52,62,72,64,59,62,66,72,45,61,52,60,45,56,72,67,69,46,59,55,51,53,80,67,65,65,73,64,48,75,62,57,52,57,33,71,62,60,60,73,69,67,72,67,63,55,72,73,58,54,49,80,55,67,48,62,56,75,69,63,63,54,53,64,70,59,79,55
74,54,67,71,48,61,47,61,62,67,66,71,58,64,54,56,68,64,70,68,57,51,68,58,50,73,54,66,55,59,66,74,59,47,66,65,57,66,67,58,43,76,62,69,45,62,58,60,47,54,36,82,56,62,59,60,68,52,67,61,71,64,65,77,68,57,48,80,58,37,53,52,61,71,74,53,68,67,59,70,56,58,79,59
74,52,75,74,66,73,65,49,63,54,72,72,55,72,51,65,77,71,77,70,56,62,75,66,48,61,51,65,65,73,72,80,58,56,75,69,40,65,76,67,58,74,49,75,41,70,60,55,60,61,39,66,58,55,55,66,63,47,71,60,60,52,67,75,66,63,55,80,76,51,66,57,62,73,72,60,58,76,57,64,61,66,72,55
64,61,75,72,68,55,34,45,66,61,77,73,60,72,44,70,58,49,77,70,57,69,57,72,38,36,54,73,68,76,68,74,70,59,65,61,49,63,80,72,62,78,53,65,31,71,56,53,75,66,45,70,61,64,54,68,55,37,74,63,69,60,62,64,67,67,56,70,68,67,62,67,70,83,78,57,66,37,71,61,62,64,56,50
67,59,73,63,65,65,44,58,64,59,76,73,83,65,56,73,63,52,70,58,60,71,59,70,41,44,65,75,72,62,63,49,80,71,44,62,65,63,56,77,72,61,56,71,36,73,58,58,56,72,51,72,70,73,58,72,45,40,68,59,54,55,62,68,67,64,52,67,74,75,63,76,59,84,74,54,67,45,77,65,52,69,60,51
75,61,66,55,72,67,59,66,65,71,69,58,50,59,75,77,62,64,71,62,60,61,69,58,35,69,65,69,72,55,69,81,71,70,57,74,54,54,53,59,67,38,76,73,36,76,66,54,60,73,41,72,59,56,51,72,44,45,69,77,46,66,69,73,74,69,58,67,77,79,68,79,50,70,74,56,76,59,79,67,62,69,68,49
70,64,81,63,61,55,72,65,75,78,51,60,63,60,48,76,66,61,72,58,58,45,63,63,32,75,71,74,48,71,73,73,66,62,67,76,55,43,59,63,70,39,79,75,26,79,71,45,70,76,23,23,58,56,46,61,50,65,60,33,54,52,74,61,77,75,64,64,68,55,72,64,68,63,56,77,79,71,71,81,61,75,75,59
70,66,63,69,46,53,74,71,61,70,54,67,76,62,36,69,79,75,67,77,60,53,61,48,44,71,70,43,56,54,65,70,60,67,72,75,55,50,71,68,67,48,53,75,31,62,70,55,70,78,29,36,63,67,49,61,49,79,57,33,62,51,58,77,62,52,74,56,56,37,74,65,44,69,58,59,81,68,56,63,70,75,71,32
50,66,65,77,36,56,78,72,49,81,55,73,69,51,40,74,82,57,65,52,58,53,61,45,64,73,70,47,58,51,71,60,70,78,70,72,51,58,81,59,65,70,48,71,23,63,61,63,76,69,47,42,54,69,53,57,47,78,65,34,71,54,52,48,65,43,73,47,61,50,56,63,44,71,61,57,74,68,63,61,72,82,78,41
42,68,66,78,49,52,59,68,53,79,62,73,80,55,57,73,90,59,72,61,61,71,62,52,73,82,58,51,61,59,60,58,73,65,53,42,54,57,62,68,70,56,61,62,25,75,47,69,49,68,67,44,51,57,68,62,61,50,50,43,60,52,53,51,62,34,74,55,66,74,49,46,47,68,58,65,70,78,55,74,69,57,79,54
49,66,53,80,55,69,64,70,66,53,62,76,58,48,60,76,73,62,66,63,72,68,74,45,74,80,60,53,50,68,63,60,69,65,65,41,63,62,53,59,71,46,75,44,28,44,55,63,41,64,74,40,47,59,70,63,56,52,47,56,65,45,56,53,73,51,80,61,57,71,57,52,57,67,57,74,78,80,51,70,68,71,76,65
50,55,56,57,60,43,69,77,74,45,65,40,58,47,54,79,67,66,63,65,66,65,55,50,64,59,57,73,50,74,71,70,77,61,61,50,68,65,53,59,71,64,72,55,58,58,65,61,44,80,73,49,51,50,73,59,65,61,53,72,71,41,64,66,75,63,77,68,60,80,59,60,65,45,60,66,73,84,41,70,68,71,79,59
40,61,52,43,52,44,62,77,72,58,64,54,70,53,51,52,74,69,59,65,62,62,52,52,61,58,56,49,50,73,67,69,69,64,74,52,65,67,49,59,61,67,62,52,40,68,62,50,55,74,65,60,58,60,64,50,55,66,56,62,68,42,63,69,69,64,74,72,60,77,53,62,68,46,62,47,46,76,50,55,72,77,75,77
49,72,58,61,51,43,71,68,75,73,64,62,80,54,58,56,73,71,65,58,56,62,61,61,51,70,70,46,52,65,41,68,77,67,66,61,52,69,57,66,57,67,60,45,33,76,65,58,46,50,70,71,56,66,49,62,52,73,64,73,79,57,54,67,60,71,74,72,60,56,42,72,72,63,64,67,49,83,49,47,66,75,82,77
60,63,64,68,66,49,69,32,68,55,65,62,83,59,55,58,53,71,72,39,54,45,67,56,45,76,76,45,46,71,46,73,70,73,79,68,56,66,55,60,54,61,48,44,39,75,70,58,50,55,65,69,63,78,57,56,58,80,69,63,80,53,49,74,62,71,74,57,69,71,61,75,75,53,44,46,57,70,63,42,62,77,82,68
69,71,65,72,56,61,66,30,78,54,63,63,83,56,60,62,59,80,66,45,47,46,62,64,54,77,76,53,44,71,51,63,60,69,48,68,70,71,64,35,57,63,79,44,52,77,61,63,65,52,58,45,59,80,57,68,76,73,58,60,73,51,44,65,69,71,77,60,73,75,71,68,79,51,55,42,53,55,43,64,62,75,83,78
